# mN (MeV) d_muN (1/GeV) for bkg uncertainty of 30% and 95%CL
1.000000000000000000e+01 1.651726592663015575e-06
1.012557848504718017e+01 1.620866603921549923e-06
1.054552525248021588e+01 1.537923907460348783e-06
1.055883707212336375e+01 1.536400879096634527e-06
1.112081028506979052e+01 1.484479263082881951e-06
1.142541016472882376e+01 1.456336786492987328e-06
1.172747856892451601e+01 1.420656580651590946e-06
1.194431468309820588e+01 1.380444950630183779e-06
1.236724213965140962e+01 1.332289352532393936e-06
1.272734492736107370e+01 1.308507949118912818e-06
1.304190642872313788e+01 1.281676429536250725e-06
1.352568438601516831e+01 1.240319689767965137e-06
1.375337535845839199e+01 1.220050056260402135e-06
1.413921961899626822e+01 1.175684820151059873e-06
1.450365671494620834e+01 1.144835985450617313e-06
1.504988093711867236e+01 1.114418167942019663e-06
1.529486781407694806e+01 1.094824220953320614e-06
1.611861859111835926e+01 1.056344210414893698e-06
1.612924147666953445e+01 1.055949284644912436e-06
1.700913232955698362e+01 1.002578267659353086e-06
1.703025570671894684e+01 1.001296571589203319e-06
1.764864450924883954e+01 9.491175455796851620e-07
1.793702345041208801e+01 9.347816162466125266e-07
1.891553337506504562e+01 9.063876673617880603e-07
1.901532110390564156e+01 8.996576447849663175e-07
1.994742348708807711e+01 8.554937543131175924e-07
2.003575629490574528e+01 8.527751716208042605e-07
2.094721283478799734e+01 8.083358125709176227e-07
2.103560581050042799e+01 8.058831786710662476e-07
2.218315122758517788e+01 7.819487753097200198e-07
2.268509393957347697e+01 7.662122533924202499e-07
2.339329814500869986e+01 7.466844728931340746e-07
2.413464172350666104e+01 7.262838143734773478e-07
2.466946163269878056e+01 7.110380938109039850e-07
2.552546664458688497e+01 6.884361045982013932e-07
2.601524306127167563e+01 6.754117123137806561e-07
2.703080317883121353e+01 6.525606942283157632e-07
2.743444026520513290e+01 6.438550017460433473e-07
2.877168298829312576e+01 6.185548038626996115e-07
2.893105826043807127e+01 6.152441050842902177e-07
3.041926825409463575e+01 5.863210100848601906e-07
3.050932054664259852e+01 5.846703883536710218e-07
3.217368102606329927e+01 5.595107529464527382e-07
3.247523856825008437e+01 5.557669663547499569e-07
3.392883657255940477e+01 5.341949829170224468e-07
3.444728073709864447e+01 5.268051384453322132e-07
3.577974028631997072e+01 5.074899346629676310e-07
3.638188951785380709e+01 4.993525536659195994e-07
3.771249186225356453e+01 4.733305631538587651e-07
3.773161547165709351e+01 4.730536458436379379e-07
3.978997037732330710e+01 4.539187318632818781e-07
4.060778249311668731e+01 4.486646165535356186e-07
4.196061374095025798e+01 4.378631318565347578e-07
4.296493983674595540e+01 4.252840484371964532e-07
4.424967118147593226e+01 4.062071453676911813e-07
4.458473626776524412e+01 4.031218758556822634e-07
4.666360248582004289e+01 3.922738234822150652e-07
4.874734898304039632e+01 3.821146064390943666e-07
4.920921983859138038e+01 3.787740280322381764e-07
5.083420822464596966e+01 3.622020564976141162e-07
5.189370704627157238e+01 3.537442580873504618e-07
5.413355865492780339e+01 3.433271786013541891e-07
5.472463981012673173e+01 3.403342014595713541e-07
5.771000710505755649e+01 3.284718675056812888e-07
5.821219366438410958e+01 3.254358981452727982e-07
6.048349709676492836e+01 3.084769584309356848e-07
6.085823372471973869e+01 3.067547128286294198e-07
6.417820405653749560e+01 2.976232201560546717e-07
6.631053482008650235e+01 2.924017738212863986e-07
6.767928715370445047e+01 2.873203037427645632e-07
6.950697645558071258e+01 2.771642905477397045e-07
7.137136317492499415e+01 2.686106151058813174e-07
7.353077008703391471e+01 2.627208547708178626e-07
7.526485126651084556e+01 2.587986410760098861e-07
7.937073896551575558e+01 2.495112853009977816e-07
7.953480877724528852e+01 2.490300875163446127e-07
8.306419088054089173e+01 2.360527661288911517e-07
8.370061320688618878e+01 2.344645270794367683e-07
8.826669302212971502e+01 2.272971331262452909e-07
9.089136531518886386e+01 2.237517119028592887e-07
9.308186402177882712e+01 2.195559986058367455e-07
9.570366835315788023e+01 2.120916835692720031e-07
9.815971475895982223e+01 2.058961590889309956e-07
1.018269560696197971e+02 2.010392763331232084e-07
1.035145750766865547e+02 1.993314362848873226e-07
1.091615565470957279e+02 1.936167927152032465e-07
1.120266335058840639e+02 1.905628261720366677e-07
1.151165951167444916e+02 1.859371781927797917e-07
1.198347100131939698e+02 1.806323191220656979e-07
1.213964960783170142e+02 1.794223828790603610e-07
1.280189814956507348e+02 1.753004446010431550e-07
1.350027402159182373e+02 1.729534342211223313e-07
1.401628102962424123e+02 1.712193052907380115e-07
1.423674806100992214e+02 1.702000286281237384e-07
1.501339861905788666e+02 1.669902721604625261e-07
1.583241742628265172e+02 1.664647737878931325e-07
1.669611577766715129e+02 1.658063819503048733e-07
1.760693105517223671e+02 1.650966347161374603e-07
1.856743360609969500e+02 1.676501067573567847e-07
1.958033399668740913e+02 1.703540385168249053e-07
1.985016331454254725e+02 1.712193052907380115e-07
2.064849066140639025e+02 1.739758965453785103e-07
2.155634896926912063e+02 1.806323191220656979e-07
2.177491796954630274e+02 1.822348683474333683e-07
2.291056932616759809e+02 1.905628261720366677e-07
2.296279473185357460e+02 1.909208684143318741e-07
2.407334721925010967e+02 2.010392763331232084e-07
2.421547317122815173e+02 2.031804970488465900e-07
2.525327192384946215e+02 2.120916835692720296e-07
2.553648838279437427e+02 2.172498666518190441e-07
2.577754122398451955e+02 2.237517119028593151e-07
2.608873352303641013e+02 2.360527661288911517e-07
2.652436076614671947e+02 2.490300875163446127e-07
2.692956831004257197e+02 2.565750231534109913e-07
2.719940155331439087e+02 2.627208547708178626e-07
