#: table_doi: 10.17182/hepdata.115511.v1/t28
#: name: Summary plot 2QDH (IH) Majorana (postfit)
#: description: Expected and observed yields in the different analysis regions (postfit) for the 2QDH (IH) Majorana model (10 GeV, 10mm).
#: data_file: histogram_quasi_dirac_ih_LNC_plus_LNV_postfit.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: total yield | background | signal | regions
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],total [],error +,error -
uuu_SR,2.2443226043537785,1.3736354493646001,-1.3736354493646001
uuu_CR,8.756498996765234,2.9634872074826824,-2.9634872074826824
uue_SR,2.7609779802566297,0.7939760393336337,-0.7939760393336337
uue_CR,12.23447631886021,3.1788504210981596,-3.1788504210981596
uee_SR,0.17823655733498225,0.1351586181947658,-0.1351586181947658
uee_CR,1.823178019662293,1.306889715071277,-1.306889715071277
eee_SR,0.4328696588395844,0.2558514377822438,-0.2558514377822438
eee_CR,3.566869866312384,1.7997370587302302,-1.7997370587302302
eeu_SR,0.8655077573434707,0.46731986011497556,-0.46731986011497556
eeu_CR,4.135081722146264,1.866578022999078,-1.866578022999078
euu_SR,1.1885084411978126,0.8684653299800754,-0.8684653299800754
euu_CR,2.813237200744094,1.628631898896032,-1.628631898896032

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],data []
uuu_SR,2.0
uuu_CR,9.0
uue_SR,2.0
uue_CR,13.0
uee_SR,1.0
uee_CR,1.0
eee_SR,2.0
eee_CR,2.0
eeu_SR,0.0
eeu_CR,5.0
euu_SR,1.0
euu_CR,3.0

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],background []
uuu_SR,2.244322594504353
uuu_CR,8.756498996765234
uue_SR,2.7609778138724015
uue_CR,12.23447631886021
uee_SR,0.17823655424708526
uee_CR,1.823178019662293
eee_SR,0.4328696564550237
eee_CR,3.566869866312384
eeu_SR,0.8655075800885722
eeu_CR,4.135081722146264
euu_SR,1.1885084335521936
euu_CR,2.813237200744094

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],signal []
uuu_SR,0.0
uuu_CR,0.0
uue_SR,0.0
uue_CR,0.0
uee_SR,0.0
uee_CR,0.0
eee_SR,0.0
eee_CR,0.0
eeu_SR,0.0
eeu_CR,0.0
euu_SR,0.0
euu_CR,0.0

