#: table_doi: 10.17182/hepdata.115511.v1/t26
#: name: Summary plot 2QDH (IH) Dirac (postfit)
#: description: Expected and observed yields in the different analysis regions (postfit) for the 2QDH (IH) Dirac model (10 GeV, 10mm).
#: data_file: histogram_quasi_dirac_ih_LNC_postfit.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: total yield | background | signal | regions
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],total [],error +,error -
uuu_SR,2.2462086071824325,1.3742813873425954,-1.3742813873425954
uuu_CR,8.76051180107517,2.9636275775734324,-2.9636275775734324
uue_SR,2.746729712221227,0.8078351214808988,-0.8078351214808988
uue_CR,12.253909687188964,3.1898082704435886,-3.1898082704435886
uee_SR,0.17832815408778302,0.13519201751427457,-0.13519201751427457
uee_CR,1.8238414634384734,1.3068782253636861,-1.3068782253636861
eee_SR,0.4331825267731998,0.2558807571856993,-0.2558807571856993
eee_CR,3.569892963110291,1.7997715783009756,-1.7997715783009756
eeu_SR,0.8171143548029722,0.48072875264425763,-0.48072875264425763
eeu_CR,4.183413740874749,1.8991098408150193,-1.8991098408150193
euu_SR,1.1873020286871505,0.8678265853520815,-0.8678265853520815
euu_CR,2.8133425127970164,1.6287605792158146,-1.6287605792158146

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],data []
uuu_SR,2.0
uuu_CR,9.0
uue_SR,2.0
uue_CR,13.0
uee_SR,1.0
uee_CR,1.0
eee_SR,2.0
eee_CR,2.0
eeu_SR,0.0
eeu_CR,5.0
euu_SR,1.0
euu_CR,3.0

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],background []
uuu_SR,2.2462085931222147
uuu_CR,8.76051180107517
uue_SR,2.7467294746413136
uue_CR,12.253909687188964
uee_SR,0.1783281499870413
uee_CR,1.8238414634384734
eee_SR,0.4331825232698683
eee_CR,3.569892963110291
eeu_SR,0.8171140330031544
eeu_CR,4.183413740874749
euu_SR,1.1873020169374535
euu_CR,2.8133425127970164

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],signal []
uuu_SR,0.0
uuu_CR,0.0
uue_SR,0.0
uue_CR,0.0
uee_SR,0.0
uee_CR,0.0
eee_SR,0.0
eee_CR,0.0
eeu_SR,0.0
eeu_CR,0.0
euu_SR,0.0
euu_CR,0.0

