#: table_doi: 10.17182/hepdata.115511.v1/t2
#: name: CL for 1SFH e Majorana model
#: description: Expected and observed 95% CL for the 1SFH e Majorana model.
#: data_file: e_comb_limits_LNC_plus_LNV.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: CL | expected limit contour | observed limit contour
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
HNL mass [GeV],Expected 95% CL []
11.388888888888888,3.1909670326590656e-07
11.371373147969637,3.195247505759214e-07
11.37037037037037,3.1955046102930237e-07
11.351851851851851,3.200446559369337e-07
11.333333333333332,3.205550878759189e-07
11.314814814814815,3.210814352679747e-07
11.296296296296298,3.2162338379160595e-07
11.277777777777777,3.221806261429116e-07
11.25925925925926,3.227528618092838e-07
11.24074074074074,3.2333979685528213e-07
11.222222222222221,3.239411437200094e-07
11.203703703703702,3.2455662102535785e-07
11.185185185185185,3.251859533945316e-07
11.166666666666666,3.2582887128028647e-07
11.155595179644832,3.262222009711673e-07
11.148148148148149,3.264995452296138e-07
11.12962962962963,3.2720551308438466e-07
11.11111111111111,3.279248761427938e-07
11.092592592592592,3.2865737054979423e-07
11.074074074074073,3.294027378065267e-07
11.055555555555555,3.3016072463537325e-07
11.037037037037036,3.30931082852357e-07
11.018518518518517,3.317135692465002e-07
11.0,3.3250794546577147e-07
10.987341446600524,3.3306003436245885e-07
10.981481481481481,3.3332780174496516e-07
10.962962962962962,3.341896700546215e-07
10.944444444444445,3.35063210313654e-07
10.925925925925926,3.359481880393958e-07
10.907407407407407,3.3684437330267655e-07
10.888888888888888,3.377515406399725e-07
10.87037037037037,3.386694689705352e-07
10.851851851851851,3.3959794151823963e-07
10.843138658907595,3.400411932703703e-07
10.833333333333334,3.405635376286072e-07
10.814814814814815,3.41563646331386e-07
10.796296296296296,3.425740477680148e-07
10.777777777777777,3.4359452802200553e-07
10.75925925925926,3.4462487728587995e-07
10.74074074074074,3.4566488980276254e-07
10.722222222222221,3.4671436381151777e-07
10.714306078652434,3.471686818926559e-07
10.703703703703702,3.47805605786604e-07
10.685185185185185,3.489306951286203e-07
10.666666666666668,3.500649577512911e-07
10.648148148148147,3.512081942334915e-07
10.62962962962963,3.5236020902898036e-07
10.61111111111111,3.535208104271766e-07
10.596482746812768,3.5444556739704353e-07
10.592592592592592,3.547028953922695e-07
10.574074074074074,3.559430550480527e-07
10.555555555555555,3.571914747236198e-07
10.537037037037036,3.5844796482278616e-07
10.518518518518517,3.5971233951644954e-07
10.5,3.6098441671632033e-07
10.487139175378346,3.6187498124112843e-07
10.481481481481481,3.622847790148873e-07
10.462962962962962,3.636402620888804e-07
10.444444444444445,3.6500308001665135e-07
10.425925925925926,3.6637305276250914e-07
10.407407407407407,3.6775000400907644e-07
10.38888888888889,3.691337611416982e-07
10.384565976070188,3.694601205199303e-07
10.37037037037037,3.7058379816424e-07
10.351851851851851,3.720589746790989e-07
10.333333333333332,3.73540833474913e-07
10.314814814814815,3.7502921379036633e-07
10.296296296296296,3.765239587596903e-07
10.287936221757068,3.7720424934169936e-07
10.277777777777777,3.780814413758789e-07
10.25925925925926,3.7969255604294165e-07
