#: table_doi: 10.17182/hepdata.115511.v1/t13
#: name: Summary plot 1SFH e Dirac (prefit)
#: description: Expected and observed yields in the different analysis regions (prefit) for the 1SFH e Dirac model (10 GeV, 10mm).
#: data_file: histogram_e_comb_LNC_prefit.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: total yield | background | signal | regions
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],total [],error +,error -
eee_SR,0.9735386538452828,0.308255593108097,-0.308255593108097
eee_CR,5.44465517804678,2.231378026462576,-2.231378026462576
eeu_SR,3.7301024680635324,0.5975024640485788,-0.5975024640485788
eeu_CR,5.2864496049829475,2.074525157916339,-2.074525157916339
euu_SR,1.5616165928233217,1.287383275401608,-1.287383275401608
euu_CR,2.5022026431717483,1.6319269731348678,-1.6319269731348678

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],data []
eee_SR,2.0
eee_CR,2.0
eeu_SR,0.0
eeu_CR,3.0
euu_SR,1.0
euu_CR,3.0

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],background []
eee_SR,0.5553448219482281
eee_CR,5.44465517804678
eeu_SR,1.213550395020553
eeu_CR,5.2864496049829475
euu_SR,1.4977973568282041
euu_CR,2.5022026431717483

#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
regions [],signal []
eee_SR,0.4181938318970547
eee_CR,0.0
eeu_SR,2.5165520730429796
eeu_CR,0.0
euu_SR,0.06381923599511748
euu_CR,0.0

