#: table_doi: 10.17182/hepdata.115511.v1/t6
#: name: CL for 2QDH NH Majorana model
#: description: Expected and observed 95% CL for the 2QDH NH Majorana model.
#: data_file: quasi_dirac_nh_limits_LNC_plus_LNV.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: CL | expected limit contour | observed limit contour
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
HNL mass [GeV],Expected 95% CL []
11.796296296296296,7.633883018267578e-07
11.787686078608498,7.636298261282241e-07
11.777777777777777,7.639220903375415e-07
11.75925925925926,7.645577181982143e-07
11.74074074074074,7.65273829163504e-07
11.722222222222221,7.660643682878763e-07
11.703703703703702,7.669234858767828e-07
11.685185185185185,7.678451007697348e-07
11.666666666666666,7.688216473789805e-07
11.648148148148147,7.698495134969865e-07
11.62962962962963,7.709264250682857e-07
11.61111111111111,7.720502328831804e-07
11.592592592592592,7.732188636479309e-07
11.574074074074073,7.744303164888107e-07
11.555555555555555,7.756826596724793e-07
11.537037037037036,7.769740275268832e-07
11.518518518518517,7.783026175481686e-07
11.500420450565155,7.796360130405221e-07
11.5,7.796685251771903e-07
11.481481481481481,7.811498177322964e-07
11.462962962962962,7.826646018031556e-07
11.444444444444445,7.842112131865858e-07
11.425925925925926,7.857880430191038e-07
11.407407407407408,7.873935354926753e-07
11.388888888888888,7.890261857013744e-07
11.37037037037037,7.90684537609858e-07
11.351851851851851,7.923671821352709e-07
11.333333333333332,7.94072755334829e-07
11.314814814814815,7.957999366919264e-07
11.312947244167416,7.959777002314978e-07
11.296296296296296,7.976425836447763e-07
11.277777777777777,7.99516000818106e-07
11.25925925925926,8.014081375215669e-07
11.24074074074074,8.033177700898525e-07
11.222222222222221,8.052437130703285e-07
11.203703703703702,8.071848178771817e-07
11.185185185185187,8.091399715134403e-07
11.166666666666666,8.111080953564727e-07
11.152164031233593,8.126619200091945e-07
11.148148148148147,8.131146799848251e-07
11.12962962962963,8.15229605794751e-07
11.11111111111111,8.173551073154213e-07
11.092592592592592,8.194901845821731e-07
11.074074074074074,8.216338681187614e-07
11.055555555555555,8.237852179717415e-07
11.037037037037036,8.259433227887168e-07
11.018518518518517,8.281072989377421e-07
11.004989179607987,8.296958520834915e-07
10.999999999999998,8.303125505105113e-07
10.981481481481481,8.326215221554278e-07
10.962962962962962,8.349341472359767e-07
10.944444444444445,8.372496063395255e-07
10.925925925925926,8.395671049110422e-07
10.907407407407407,8.418858725375042e-07
10.888888888888888,8.442051622610883e-07
10.87037037037037,8.465242499194426e-07
10.86590680144324,8.470868266557403e-07
10.851851851851851,8.489525352350265e-07
10.833333333333332,8.514144955169427e-07
10.814814814814815,8.53874167273641e-07
10.796296296296296,8.563308799258941e-07
10.777777777777777,8.587839835096305e-07
10.75925925925926,8.61232848127399e-07
10.74074074074074,8.636768634189873e-07
10.731930791989434,8.648423275731709e-07
10.722222222222221,8.661955859850941e-07
10.703703703703702,8.687813708300758e-07
10.685185185185185,8.713602898000119e-07
10.666666666666666,8.739317792777211e-07
10.648148148148147,8.764952934011873e-07
10.62962962962963,8.790503036147008e-07
10.61111111111111,8.815962982336622e-07
10.60112138810505,8.829699955494083e-07
10.592592592592592,8.842062704062475e-07
10.574074074074076,8.868925316829928e-07
10.555555555555555,8.895678108432592e-07
10.537037037037036,8.922316373535625e-07
10.518518518518517,8.948835560558757e-07
10.5,8.975231267913468e-07
10.481481481481481,9.001499240338552e-07
10.472112840630121,9.014776314524917e-07
10.462962962962962,9.028451248152849e-07
10.444444444444445,9.056102271212055e-07
10.425925925925926,9.083606222876769e-07
10.407407407407407,9.110959212136935e-07
