#: table_doi: 10.17182/hepdata.115511.v1/t8
#: name: CL for 2QDH IH Majorana model
#: description: Expected and observed 95% CL for the 2QDH IH Majorana model.
#: data_file: quasi_dirac_ih_limits_LNC_plus_LNV.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: CL | expected limit contour | observed limit contour
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
HNL mass [GeV],Expected 95% CL []
12.685185185185183,2.7061626807986566e-07
12.68237997267629,2.7066520700332413e-07
12.666666666666666,2.70953945534802e-07
12.648148148148149,2.7129294590330254e-07
12.62962962962963,2.7162087294806495e-07
12.61111111111111,2.7193818798427523e-07
12.592592592592593,2.7224533008119374e-07
12.574074074074074,2.7254278410143115e-07
12.555555555555557,2.728371713297925e-07
12.537037037037035,2.7314367753471794e-07
12.518518518518517,2.7346506823972084e-07
12.5,2.738010406856023e-07
12.481481481481481,2.7417418105215097e-07
12.462962962962962,2.746056194921071e-07
12.444444444444445,2.7509288111066907e-07
12.425925925925926,2.7563301906980667e-07
12.407407407407407,2.7621638206758833e-07
12.403648525778802,2.763385290053167e-07
12.388888888888888,2.768406809546204e-07
12.37037037037037,2.774853651320921e-07
12.351851851851851,2.7814399949476627e-07
12.333333333333332,2.7881629142955073e-07
12.314814814814815,2.795019514435823e-07
12.296296296296294,2.8020069323148776e-07
12.277777777777777,2.8091223374047646e-07
12.25925925925926,2.816362932332627e-07
12.246836793436147,2.8213076759394705e-07
12.24074074074074,2.823844867665553e-07
12.222222222222221,2.8316939113362816e-07
12.203703703703702,2.8396671412642545e-07
12.185185185185185,2.847790198193031e-07
12.166666666666666,2.856040317653982e-07
12.148148148148149,2.8644065064502193e-07
12.12962962962963,2.8729013670162724e-07
12.11343668611314,2.880444153396298e-07
12.11111111111111,2.881580786616238e-07
12.092592592592592,2.8908120818420333e-07
12.074074074074073,2.9001630148343064e-07
12.055555555555557,2.909628491675558e-07
12.037037037037036,2.919203491137081e-07
12.018518518518517,2.9288830651242557e-07
12.0,2.9386623390848695e-07
11.99597647863946,2.940820170587067e-07
11.981481481481481,2.9489712575437207e-07
11.962962962962962,2.9594963986023535e-07
11.944444444444445,2.9701112029627505e-07
11.925925925925926,2.9808108393741935e-07
11.907407407407407,2.9915905560711404e-07
11.888888888888888,3.0024456809417195e-07
11.888861932693011,3.0024617090855494e-07
11.87037037037037,3.013984227806399e-07
11.851851851851851,3.025593003750028e-07
11.833333333333332,3.0372664330883195e-07
11.814814814814815,3.0489999251931247e-07
11.796296296296296,3.0607889739363497e-07
11.789127290241119,3.065395295056524e-07
11.777777777777777,3.0730343021812926e-07
11.75925925925926,3.0855864621118307e-07
11.74074074074074,3.0981828467636483e-07
11.722222222222221,3.110819061893682e-07
11.703703703703702,3.12349080166585e-07
11.694766250617981,3.12964801067075e-07
11.685185185185185,3.1365595830347435e-07
11.666666666666664,3.150000541920795e-07
11.648148148148147,3.163465225374397e-07
11.62962962962963,3.176949467300907e-07
11.61111111111111,3.190449192955237e-07
11.604570875904063,3.195247505759214e-07
11.592592592592592,3.204446164189383e-07
11.574074074074073,3.218718093548259e-07
11.555555555555555,3.232993344321555e-07
11.537037037037036,3.2472680065567334e-07
11.518518518518517,3.261538263623895e-07
11.517638130701796,3.262222009711673e-07
11.5,3.2765558734002924e-07
11.481481481481481,3.291598439124695e-07
11.462962962962962,3.306624176514624e-07
11.444444444444445,3.321629455792093e-07
11.433395427099253,3.3306003436245885e-07
11.425925925925924,3.3369446850449984e-07
11.407407407407408,3.352728914236229e-07
11.388888888888888,3.368479986512066e-07
11.37037037037037,3.384194476825049e-07
11.351851851851851,3.399869055540461e-07
11.35121437629074,3.400411932703703e-07
11.333333333333332,3.416337458020278e-07
11.314814814814813,3.4327864865014184e-07
11.296296296296296,3.44918281171073e-07
11.277777777777777,3.4655233252728635e-07
11.270808054265803,3.471686818926559e-07
11.25925925925926,3.4823656713233713e-07
11.24074074074074,3.499483876525721e-07
11.222222222222221,3.516533328987525e-07
11.203703703703702,3.533511155176003e-07
11.191753421485194,3.5444556739704353e-07
11.185185185185185,3.5507444578938705e-07
11.166666666666666,3.5685018914940117e-07
11.148148148148147,3.5861746593803e-07
11.12962962962963,3.603760134540565e-07
11.113785388326177,3.6187498124112843e-07
11.11111111111111,3.621394405609867e-07
11.092592592592592,3.6397601741753516e-07
11.074074074074074,3.658025560150861e-07
11.055555555555555,3.6761881928079207e-07
11.037037037037036,3.694245793825906e-07
11.036673839852511,3.6946012051993025e-07
11.018518518518519,3.7131686239605055e-07
11.0,3.731995252949978e-07
10.981481481481481,3.7507039262070524e-07
10.962962962962962,3.769292627722257e-07
10.960228239030835,3.7720424934169936e-07
10.944444444444445,3.7886277092698167e-07
10.925925925925927,3.807983723288234e-07
10.907407407407407,3.827206884059979e-07
10.888888888888888,3.8462954434013774e-07
10.884221885807166,3.851107002325569e-07
10.87037037037037,3.8660287318314205e-07
10.851851851851851,3.8858819700828476e-07
10.833333333333332,3.9055878034403905e-07
10.814814814814815,3.925144755270048e-07
10.808478034871824,3.9318287557057704e-07
10.796296296296294,3.945254031386376e-07
10.777777777777777,3.965572194058378e-07
10.75925925925926,3.985728781178397e-07
10.74074074074074,4.0057225896592263e-07
10.732829369221617,4.014242490499326e-07
10.722222222222221,4.026177119668027e-07
10.703703703703702,4.0469279140528686e-07
10.685185185185185,4.0675033724601205e-07
10.666666666666666,4.0879025656951554e-07
10.657114646848942,4.098383671757261e-07
10.648148148148147,4.1086627327235895e-07
10.62962962962963,4.1298140004798995e-07
10.61111111111111,4.150776605447159e-07
10.592592592592592,4.171549891102342e-07
10.581175586823903,4.184288507901576e-07
10.574074074074074,4.192566790769127e-07
10.555555555555555,4.214086615293896e-07
10.537037037037036,4.235404901411273e-07
10.518518518518517,4.256521262573402e-07
10.50485386543597,4.2719939663067764e-07
10.5,4.277736254767455e-07
10.481481481481481,4.299593047774289e-07
10.462962962962962,4.321235889817339e-07
10.444444444444446,4.342664660247681e-07
10.42798810498006,4.3615377892080056e-07
10.425925925925926,4.364008868764965e-07
10.407407407407407,4.3861262398061615e-07
10.38888888888889,4.4078976505834163e-07
10.37037037037037,4.4293104309879007e-07
10.351851851851851,4.450360008865123e-07
10.34954128092368,4.45295850994266e-07
10.333333333333332,4.4720170190026554e-07
10.314814814814815,4.493423584785215e-07
10.296296296296296,4.5144355164745657e-07
10.277777777777779,4.5350488360411005e-07
10.267507738299287,4.5462954695323996e-07
