#: table_doi: 10.17182/hepdata.115511.v1/t5
#: name: CL for 2QDH NH Dirac model
#: description: Expected and observed 95% CL for the 2QDH NH Dirac model.
#: data_file: quasi_dirac_nh_limits_LNC.yaml
#: keyword reactions: 
#: keyword observables: 
#: keyword cmenergies: 13000
#: keyword phrases: CL | expected limit contour | observed limit contour
#: SQRT(s) [GeV],13000
#: LUMINOSITY [fb$^{-1}$],139
HNL mass [GeV],Expected 95% CL []
11.055555555555555,8.823864710611508e-07
11.044771964051733,8.829699955494084e-07
11.037037037037036,8.834105438861683e-07
11.018518518518519,8.845055565047571e-07
11.0,8.856333383156435e-07
10.981481481481481,8.867923689601593e-07
10.962962962962962,8.879811763515029e-07
10.944444444444443,8.89198334810908e-07
10.925925925925926,8.90442463300163e-07
10.907407407407407,8.917122237444753e-07
10.888888888888888,8.93006319440104e-07
10.87037037037037,8.943234935415488e-07
10.851851851851851,8.956625276234609e-07
10.833333333333332,8.970222403127629e-07
10.814814814814815,8.984014859867697e-07
10.796296296296296,8.997991535333886e-07
10.777777777777777,9.012141651697349e-07
10.774394368054944,9.014776314524917e-07
10.759259259259261,9.02718344401749e-07
10.74074074074074,9.042551618935768e-07
10.722222222222221,9.058071383223635e-07
10.703703703703702,9.073732690934975e-07
10.685185185185185,9.089525794243304e-07
10.666666666666666,9.105441233757051e-07
10.648148148148147,9.12146982926414e-07
10.62962962962963,9.137602670881641e-07
10.61111111111111,9.153831110587777e-07
10.592592592592592,9.170146754114983e-07
10.574074074074074,9.186541453184111e-07
10.555555555555555,9.20300729806108e-07
10.554750488195225,9.20373199661823e-07
10.537037037037036,9.220524006434889e-07
10.518518518518519,9.238145674076405e-07
10.5,9.255819439930622e-07
10.481481481481481,9.273537938316536e-07
10.462962962962962,9.291294019103327e-07
10.444444444444445,9.309080741480365e-07
10.425925925925926,9.32689136796825e-07
10.407407407407407,9.344719358658313e-07
10.38888888888889,9.36255836566867e-07
10.37037037037037,9.380402227805694e-07
10.353453275076832,9.39664831495469e-07
10.35185185185185,9.398247865316053e-07
10.333333333333332,9.416212251299182e-07
10.314814814814815,9.433333561190085e-07
10.296296296296296,9.449651572757211e-07
10.277777777777777,9.465203576361766e-07
10.25925925925926,9.480024563433735e-07
10.24074074074074,9.494147398057511e-07
10.222222222222221,9.507602973406095e-07
10.203703703703702,9.520420354561333e-07
10.185185185185185,9.532626909081775e-07
10.166666666666666,9.544248426526328e-07
10.148148148148147,9.55530922800765e-07
10.12962962962963,9.565869790335603e-07
10.11111111111111,9.576657907566011e-07
10.092592592592592,9.588080586884784e-07
10.08415094696105,9.593608287093148e-07
10.074074074074074,9.600500311949692e-07
10.055555555555555,9.613891565899092e-07
10.037037037037036,9.627952895857024e-07
10.018518518518517,9.64267597179839e-07
10.0,9.658052290083792e-07
9.981481481481481,9.674865569767162e-07
9.962962962962962,9.693846863667802e-07
9.944444444444445,9.714908642959224e-07
9.925925925925926,9.737963613818034e-07
9.907407407407407,9.762924833064087e-07
9.88888888888889,9.789705819931326e-07
9.885675222588416,9.794696670695385e-07
9.87037037037037,9.819505981787822e-07
9.851851851851851,9.850972754186336e-07
9.833333333333332,9.882822964948359e-07
9.814814814814815,9.914858909672443e-07
9.796296296296296,9.947076628737082e-07
9.777777777777777,9.979472663839553e-07
9.766121242121551,1e-06
9.75925925925926,1.0012625795525386e-06
9.74074074074074,1.0046938740927212e-06
9.722222222222221,1.0081410803681767e-06
9.703703703703702,1.011603916102616e-06
9.685185185185185,1.0150821308831835e-06
9.666666666666666,1.0185755062010244e-06
9.6540892598891,1.0209606623060475e-06
9.648148148148147,1.0221367830062607e-06
9.62962962962963,1.0258245857226041e-06
9.61111111111111,1.0295256342808821e-06
9.592592592592592,1.0332397771634002e-06
9.574074074074074,1.0369705852901663e-06
9.555555555555555,1.0407118196478121e-06
9.54745019239271,1.042360673976401e-06
9.537037037037036,1.044574032765039e-06
9.518518518518517,1.0485434701737092e-06
9.5,1.0525335118362566e-06
9.481481481481481,1.0565440895211058e-06
9.462962962962962,1.0605744899968527e-06
9.44635091213218,1.0642092440647247e-06
9.444444444444443,1.0646451002356927e-06
9.425925925925926,1.0689199018878122e-06
9.407407407407407,1.0732132736073302e-06
9.38888888888889,1.077524485751489e-06
9.37037037037037,1.0818528144462448e-06
9.351851851851851,1.0861975416991263e-06
9.350507831373891,1.0865157746525372e-06
9.333333333333332,1.0907633362906477e-06
9.314814814814813,1.095360993934645e-06
9.296296296296296,1.0999736062010312e-06
9.277777777777779,1.1046004422638195e-06
9.25925925925926,1.1092407780104158e-06
9.259065105138282,1.1092898648952228e-06
9.24074074074074,1.1141276135061295e-06
9.222222222222221,1.1190295705750332e-06
9.203703703703702,1.123943415711435e-06
9.185185185185185,1.128868414963093e-06
9.171426556396245,1.1325413151528126e-06
9.166666666666664,1.1338678828611242e-06
9.148148148148149,1.1390638204511658e-06
9.12962962962963,1.1442691507808224e-06
9.11111111111111,1.1494831324554153e-06
9.092592592592592,1.1547050323288315e-06
9.087040369688097,1.1562801312073753e-06
9.074074074074073,1.1601193098991987e-06
9.055555555555555,1.1656201628439101e-06
9.037037037037036,1.1711270092302197e-06
9.018518518518519,1.1766391116988553e-06
9.005529059101,1.1805165285688053e-06
9.0,1.1822387556300559e-06
8.981481481481481,1.1880387170664676e-06
8.962962962962962,1.1938418615436457e-06
8.944444444444443,1.1996474501041718e-06
8.926548176172693,1.2052609368708414e-06
8.925925925925926,1.2054645617474511e-06
8.907407407407407,1.2115667549136689e-06
8.88888888888889,1.2176691714133395e-06
8.87037037037037,1.2237710734002163e-06
8.851851851851851,1.2298717334383717e-06
8.84988399630641,1.2305240043592616e-06
8.833333333333332,1.2362458243453285e-06
8.814814814814813,1.2426500185897816e-06
8.796296296296296,1.2490505969442007e-06
8.777777777777779,1.2554468365463838e-06
8.775273687199917,1.2563166024741214e-06
8.75925925925926,1.2621170140157756e-06
8.74074074074074,1.2688250165548101e-06
8.722222222222221,1.2755261633746137e-06
8.703703703703702,1.2822197390339827e-06
8.702520741993096,1.28264983052806e-06
