# m4 [GeV]	1sigma CNH/Lambda^2 [GeV^-2] from Z invisible decay (LEP) (PDG 2022, Workman:2022ynf)
0.0012589254117941675	1.4830055599951993e-6
0.0012618275345906706	1.4830055599991132e-6
0.0012647363474711508	1.4830055600030456e-6
0.0012676518658578462	1.483005560006996e-6
0.001270574105208542	1.4830055600109643e-6
0.0012735030810166615	1.4830055600149513e-6
0.0012764388088113434	1.4830055600189567e-6
0.0012793813041575253	1.4830055600229803e-6
0.0012823305826560219	1.4830055600270228e-6
0.0012852866599436154	1.4830055600310839e-6
0.0012882495516931337	1.4830055600351634e-6
0.0012912192736135347	1.4830055600392622e-6
0.0012941958414499862	1.4830055600433794e-6
0.0012971792709839558	1.4830055600475159e-6
0.00130016957803329	1.4830055600516716e-6
0.0013031667784523	1.4830055600558462e-6
0.0013061708881318419	1.4830055600600405e-6
0.001309181922999407	1.4830055600642539e-6
0.0013121998990192028	1.4830055600684867e-6
0.001315224832192239	1.4830055600727392e-6
0.0013182567385564075	1.4830055600770113e-6
0.001321295634186575	1.4830055600813028e-6
0.0013243415351946643	1.4830055600856146e-6
0.0013273944577297401	1.4830055600899459e-6
0.0013304544179780914	1.4830055600942975e-6
0.001333521432163324	1.483005560098669e-6
0.0013365955165464418	1.483005560103061e-6
0.0013396766874259345	1.4830055601074727e-6
0.0013427649611378642	1.483005560111905e-6
0.0013458603540559483	1.4830055601163578e-6
0.0013489628825916532	1.4830055601208312e-6
0.0013520725631942778	1.4830055601253252e-6
0.0013551894123510365	1.4830055601298399e-6
0.001358313446587154	1.4830055601343755e-6
0.0013614446824659497	1.4830055601389323e-6
0.001364583136588924	1.4830055601435097e-6
0.0013677288255958494	1.4830055601481087e-6
0.0013708817661648536	1.4830055601527282e-6
0.0013740419750125148	1.4830055601573697e-6
0.0013772094688939472	1.4830055601620324e-6
0.0013803842646028853	1.4830055601667167e-6
0.001383566378971781	1.4830055601714224e-6
0.0013867558288718882	1.48300556017615e-6
0.0013899526312133527	1.483005560180899e-6
0.0013931568029453036	1.4830055601856703e-6
0.0013963683610559376	1.4830055601904637e-6
0.0013995873225726178	1.483005560195279e-6
0.0014028137045619575	1.483005560200117e-6
0.0014060475241299143	1.4830055602049768e-6
0.0014092887984218747	1.4830055602098593e-6
0.001412537544622754	1.4830055602147642e-6
0.001415793779957081	1.4830055602196918e-6
0.0014190575216890926	1.4830055602246423e-6
0.0014223287871228199	1.4830055602296153e-6
0.001425607593602188	1.4830055602346113e-6
0.0014288939585111022	1.4830055602396306e-6
0.001432187899273544	1.4830055602446734e-6
0.001435489433353656	1.4830055602497384e-6
0.0014387985782558451	1.4830055602548276e-6
0.0014421153515248681	1.4830055602599403e-6
0.001445439770745928	1.483005560265076e-6
0.0014487718535447617	1.4830055602702364e-6
0.001452111617587742	1.4830055602754198e-6
0.0014554590805819655	1.4830055602806274e-6
0.001458814260275349	1.483005560285859e-6
0.0014621771744567182	1.483005560291115e-6
0.0014655478409559112	1.4830055602963947e-6
0.0014689262776438662	1.483005560301699e-6
0.0014723125024327193	1.4830055603070277e-6
0.0014757065332758946	1.4830055603123814e-6
0.0014791083881682072	1.4830055603177596e-6
0.001482518085145953	1.4830055603231624e-6
0.0014859356422870075	1.4830055603285906e-6
0.0014893610777109154	1.4830055603340434e-6
0.001492794409578996	1.4830055603395214e-6
0.0014962356560944327	1.483005560345025e-6
0.0014996848355023741	1.4830055603505542e-6
0.0015031419660900224	1.4830055603561084e-6
0.0015066070661867417	1.4830055603616884e-6
0.0015100801541641478	1.4830055603672941e-6
0.0015135612484362087	1.4830055603729256e-6
0.0015170503674593369	1.4830055603785836e-6
0.0015205475297324954	1.4830055603842672e-6
0.0015240527537972906	1.4830055603899772e-6
0.0015275660582380732	1.4830055603957133e-6
0.0015310874616820303	1.4830055604014765e-6
0.0015346169827992941	1.4830055604072656e-6
0.0015381546403030342	1.4830055604130817e-6
0.00154170045294956	1.4830055604189248e-6
0.0015452544395384142	1.4830055604247945e-6
0.0015488166189124811	1.483005560430692e-6
0.0015523870099580816	1.4830055604366161e-6
0.001555965631605075	1.4830055604425676e-6
0.0015595525028269538	1.4830055604485466e-6
0.0015631476426409539	1.4830055604545533e-6
0.0015667510701081486	1.4830055604605878e-6
0.0015703628043335532	1.48300556046665e-6
0.0015739828644662198	1.4830055604727404e-6
0.0015776112696993484	1.4830055604788585e-6
0.0015812480392703827	1.4830055604850052e-6
0.001584893192461114	1.4830055604911803e-6
0.001588546748597779	1.483005560497384e-6
0.00159220872705117	1.4830055605036158e-6
0.001595879147236732	1.4830055605098769e-6
0.0015995580286146695	1.4830055605161665e-6
0.0016032453906900418	1.4830055605224854e-6
0.0016069412530128771	1.4830055605288332e-6
0.00161064563517827	1.4830055605352103e-6
0.001614358556826487	1.4830055605416173e-6
0.0016180800376430662	1.4830055605480535e-6
0.0016218100973589297	1.4830055605545193e-6
0.0016255487557504833	1.4830055605610154e-6
0.001629296032639723	1.4830055605675412e-6
0.0016330519478943346	1.483005560574097e-6
0.0016368165214278084	1.4830055605806833e-6
0.0016405897731995387	1.4830055605873e-6
0.0016443717232149323	1.483005560593947e-6
0.0016481623915255085	1.483005560600625e-6
0.001651961798229015	1.4830055606073335e-6
0.0016557699634695275	1.4830055606140733e-6
0.0016595869074375613	1.4830055606208437e-6
0.0016634126503701698	1.4830055606276458e-6
0.0016672472125510626	1.4830055606344792e-6
0.001671090614310707	1.483005560641344e-6
0.0016749428760264382	1.4830055606482405e-6
0.0016788040181225606	1.4830055606551693e-6
0.0016826740610704674	1.4830055606621295e-6
0.0016865530253887405	1.483005560669122e-6
0.001690440931643265	1.4830055606761469e-6
0.0016943378004473288	1.4830055606832044e-6
0.0016982436524617442	1.483005560690294e-6
0.0017021585083949501	1.4830055606974163e-6
0.0017060823890031242	1.4830055607045718e-6
0.001710015315090288	1.4830055607117602e-6
0.0017139573075084253	1.4830055607189818e-6
0.0017179083871575877	1.4830055607262368e-6
0.001721868574986008	1.4830055607335253e-6
0.001725837891990204	1.4830055607408475e-6
0.0017298163592151016	1.4830055607482033e-6
0.0017338039977541375	1.483005560755593e-6
0.0017378008287493763	1.4830055607630169e-6
0.0017418068733916145	1.4830055607704754e-6
0.001745822152920504	1.4830055607779679e-6
0.0017498466886246564	1.483005560785495e-6
0.0017538805018417602	1.483005560793057e-6
0.0017579236139586931	1.483005560800654e-6
0.0017619760464116293	1.483005560808286e-6
0.001766037820686164	1.483005560815953e-6
0.001770108958317422	1.4830055608236556e-6
0.0017741894808901662	1.4830055608313936e-6
0.0017782794100389228	1.4830055608391673e-6
0.001782378767448089	1.4830055608469773e-6
0.0017864875748520499	1.483005560854823e-6
0.0017906058540352948	1.4830055608627048e-6
0.0017947336268325266	1.4830055608706231e-6
0.0017988709151287874	1.4830055608785782e-6
0.00180301774085957	1.48300556088657e-6
0.0018071741260109275	1.4830055608945984e-6
0.0018113400926196026	1.4830055609026638e-6
0.0018155156627731352	1.4830055609107668e-6
0.0018197008586099826	1.483005560918907e-6
0.0018238957023196385	1.4830055609270846e-6
0.0018281002161427428	1.4830055609353e-6
0.0018323144223712112	1.4830055609435535e-6
0.0018365383433483473	1.4830055609518453e-6
0.0018407720014689563	1.4830055609601748e-6
0.0018450154191794737	1.483005560968543e-6
0.0018492686189780778	1.4830055609769499e-6
0.0018535316234148105	1.4830055609853957e-6
0.001857804455091699	1.4830055609938804e-6
0.0018620871366628676	1.4830055610024045e-6
0.0018663796908346695	1.4830055610109676e-6
0.0018706821403658017	1.4830055610195703e-6
0.0018749945080674191	1.4830055610282125e-6
0.0018793168168032685	1.4830055610368948e-6
0.0018836490894898002	1.4830055610456172e-6
0.0018879913490962926	1.48300556105438e-6
0.001892343618644976	1.483005561063183e-6
0.0018967059212111465	1.4830055610720264e-6
0.0019010782799232997	1.4830055610809113e-6
0.0019054607179632482	1.4830055610898367e-6
0.0019098532585662387	1.4830055610988032e-6
0.001914255925021086	1.4830055611078114e-6
0.001918668740670289	1.4830055611168615e-6
0.0019230917289101575	1.4830055611259527e-6
0.0019275249131909366	1.4830055611350863e-6
0.001931968317016924	1.4830055611442618e-6
0.0019364219639466068	1.48300556115348e-6
0.0019408858775927793	1.4830055611627402e-6
0.0019453600816226634	1.4830055611720436e-6
0.0019498445997580456	1.4830055611813898e-6
0.0019543394557753942	1.4830055611907791e-6
0.0019588446735059888	1.4830055612002117e-6
0.0019633602768360475	1.4830055612096879e-6
0.001967886289706845	1.4830055612192077e-6
0.0019724227361148533	1.483005561228772e-6
0.00197696964011186	1.4830055612383798e-6
0.001981527025805099	1.4830055612480324e-6
0.001986094917357372	1.483005561257729e-6
0.0019906733389871865	1.4830055612674712e-6
0.001995262314968879	1.4830055612772574e-6
0.0019998618696327446	1.4830055612870893e-6
0.0020044720273651616	1.4830055612969666e-6
0.002009092812608728	1.4830055613068895e-6
0.0020137242498623874	1.4830055613168579e-6
0.0020183663636815616	1.4830055613268725e-6
0.002023019178678272	1.4830055613369334e-6
0.002027682719521282	1.4830055613470406e-6
0.002032357010936221	1.4830055613571948e-6
0.0020370420777057192	1.4830055613673954e-6
0.0020417379446695297	1.4830055613776433e-6
0.002046444636724674	1.4830055613879385e-6
0.0020511621788255646	1.4830055613982812e-6
0.0020558905959841426	1.4830055614086718e-6
0.0020606299132700004	1.4830055614191104e-6
0.0020653801558105293	1.4830055614295969e-6
0.0020701413487910414	1.4830055614401316e-6
0.002074913517454911	1.4830055614507153e-6
0.002079696687103696	1.483005561461348e-6
0.0020844908830972885	1.4830055614720296e-6
0.0020892961308540386	1.4830055614827605e-6
0.0020941124558508935	1.4830055614935409e-6
0.0020989398836235244	1.483005561504371e-6
0.002103778439766475	1.4830055615152508e-6
0.002108628149933289	1.483005561526181e-6
0.0021134890398366475	1.4830055615371622e-6
0.002118361135248502	1.4830055615481936e-6
0.002123244462000219	1.4830055615592761e-6
0.0021281390459827114	1.48300556157041e-6
0.002133044913146577	1.4830055615815946e-6
0.0021379620895022326	1.4830055615928314e-6
0.0021428906011200584	1.4830055616041198e-6
0.0021478304741305333	1.4830055616154603e-6
0.0021527817347243737	1.483005561626853e-6
0.0021577444091526667	1.4830055616382988e-6
0.00216271852372702	1.4830055616497973e-6
0.002167704104819694	1.4830055616613487e-6
0.0021727011788637454	1.483005561672953e-6
0.002177709772353159	1.4830055616846114e-6
0.0021827299118430013	1.4830055616963237e-6
0.002187761623949552	1.4830055617080899e-6
0.0021928049353504495	1.4830055617199104e-6
0.0021978598727848252	1.4830055617317854e-6
0.002202926463053456	1.483005561743715e-6
0.002208004733018899	1.4830055617557001e-6
0.0022130947096056387	1.4830055617677403e-6
0.0022181964198002193	1.483005561779836e-6
0.002223309890651403	1.4830055617919874e-6
0.002228435149270303	1.4830055618041953e-6
0.0022335722228305327	1.4830055618164595e-6
0.00223872113856834	1.4830055618287802e-6
0.002243881923782766	1.4830055618411577e-6
0.0022490546058357803	1.4830055618535926e-6
0.002254239212152428	1.4830055618660844e-6
0.0022594357702209783	1.4830055618786342e-6
0.0022646443075930596	1.483005561891242e-6
0.002269864851883821	1.4830055619039076e-6
0.0022750974307720715	1.4830055619166321e-6
0.0022803420720004185	1.483005561929415e-6
0.00228559880337543	1.4830055619422574e-6
0.0022908676527677724	1.4830055619551586e-6
0.0022961486481123607	1.4830055619681193e-6
0.002301441817408509	1.48300556198114e-6
0.002306747188720069	1.4830055619942208e-6
0.002312064790175594	1.483005562007362e-6
0.0023173946499684796	1.483005562020564e-6
0.0023227367963571076	1.4830055620338266e-6
0.002328091257665008	1.4830055620471506e-6
0.002333458062281002	1.4830055620605367e-6
0.0023388372386593534	1.4830055620739838e-6
0.0023442288153199225	1.483005562087493e-6
0.0023496328208483072	1.4830055621010647e-6
0.002355049283896009	1.483005562114699e-6
0.002360478233180578	1.4830055621283963e-6
0.002365919697485759	1.4830055621421568e-6
0.0023713737056616554	1.4830055621559808e-6
0.002376840286624876	1.4830055621698687e-6
0.002382319469358689	1.4830055621838206e-6
0.0023878112829131782	1.483005562197837e-6
0.0023933157564053876	1.483005562211918e-6
0.00239883291901949	1.483005562226064e-6
0.0024043628000069346	1.4830055622402752e-6
0.0024099054286865957	1.4830055622545523e-6
0.0024154608344449406	1.4830055622688951e-6
0.0024210290467361778	1.4830055622833042e-6
0.002426610095082414	1.4830055622977796e-6
0.002432204009073816	1.4830055623123219e-6
0.0024378108183687524	1.4830055623269315e-6
0.0024434305526939712	1.4830055623416085e-6
0.002449063241844747	1.4830055623563532e-6
0.002454708915685031	1.483005562371166e-6
0.0024603676041476275	1.4830055623860468e-6
0.0024660393372343387	1.4830055624009967e-6
0.002471724145016129	1.4830055624160155e-6
0.002477422057633286	1.4830055624311034e-6
0.0024831331052955702	1.483005562446261e-6
0.00248885731828239	1.483005562461489e-6
0.002494594726942956	1.4830055624767869e-6
0.002500345361696432	1.4830055624921559e-6
0.0025061092530321138	1.4830055625075952e-6
0.0025118864315095794	1.483005562523106e-6
0.0025176769277588545	1.4830055625386883e-6
0.0025234807724805754	1.483005562554343e-6
0.0025292979964461446	1.4830055625700691e-6
0.002535128630497907	1.4830055625858684e-6
0.0025409727055493063	1.4830055626017406e-6
0.002546830252585042	1.4830055626176862e-6
0.002552701302661247	1.4830055626337048e-6
0.0025585858869056452	1.4830055626497978e-6
0.002564484036517716	1.4830055626659651e-6
0.0025703957827688645	1.4830055626822068e-6
0.0025763211570025753	1.4830055626985236e-6
0.0025822601906345956	1.4830055627149158e-6
0.002588212915153093	1.4830055627313834e-6
0.002594179362118815	1.4830055627479272e-6
0.002600159563165272	1.4830055627645475e-6
0.002606153549998895	1.4830055627812444e-6
0.0026121613543992053	1.4830055627980182e-6
0.0026181830082189863	1.48300556281487e-6
0.002624218543384442	1.4830055628317987e-6
0.0026302679918953813	1.4830055628488059e-6
0.0026363313858253786	1.4830055628658918e-6
0.0026424087573219475	1.4830055628830565e-6
0.002648500138606701	1.4830055629003006e-6
0.002654605561975539	1.483005562917624e-6
0.0026607250597988083	1.483005562935027e-6
0.0026668586645214806	1.483005562952511e-6
0.0026730064086633114	1.4830055629700756e-6
0.0026791683248190315	1.483005562987721e-6
0.0026853444456585063	1.483005563005448e-6
0.0026915348039269166	1.4830055630232568e-6
0.0026977394324449204	1.4830055630411476e-6
0.0027039583641088436	1.4830055630591214e-6
0.0027101916318908416	1.4830055630771778e-6
0.0027164392688390836	1.4830055630953179e-6
0.0027227013080779127	1.4830055631135412e-6
0.0027289777828080407	1.4830055631318491e-6
0.0027352687263067113	1.4830055631502412e-6
0.0027415741719278835	1.4830055631687184e-6
0.0027478941531023974	1.4830055631872809e-6
0.002754228703338166	1.483005563205929e-6
0.002760577856220345	1.4830055632246632e-6
0.0027669416454115126	1.4830055632434838e-6
0.002773320104651841	1.4830055632623913e-6
0.0027797132677592883	1.4830055632813865e-6
0.0027861211686297693	1.4830055633004686e-6
0.002792543841237339	1.4830055633196393e-6
0.002798981319634363	1.4830055633388983e-6
0.002805433637951713	1.4830055633582462e-6
0.0028119008303989393	1.4830055633776835e-6
0.002818382931264455	1.4830055633972106e-6
0.0028248799749157074	1.4830055634168274e-6
0.0028313919957993787	1.483005563436535e-6
0.002837919028441555	1.483005563456334e-6
0.002844461107447917	1.4830055634762237e-6
0.00285101826750391	1.4830055634962054e-6
0.0028575905433749467	1.4830055635162795e-6
0.00286417796990658	1.4830055635364463e-6
0.002870780582024692	1.483005563556706e-6
0.0028773984147356696	1.4830055635770594e-6
0.0028840315031266055	1.4830055635975068e-6
0.0028906798823654747	1.4830055636180482e-6
0.0028973435877013244	1.4830055636386846e-6
0.002904022654464451	1.4830055636594162e-6
0.0029107171180666053	1.4830055636802435e-6
0.002917427014001166	1.4830055637011673e-6
0.0029241523778433367	1.4830055637221875e-6
0.0029308932452503213	1.4830055637433046e-6
0.0029376496519615304	1.4830055637645192e-6
0.0029444216337987605	1.4830055637858314e-6
0.002951209226666387	1.4830055638072427e-6
0.0029580124665515464	1.483005563828752e-6
0.0029648313895243423	1.483005563850361e-6
0.0029716660317380254	1.48300556387207e-6
0.002978516429429191	1.483005563893879e-6
0.0029853826189179603	1.4830055639157887e-6
0.002992264636608189	1.4830055639377993e-6
0.0029991625189876503	1.4830055639599115e-6
0.0030060763026282323	1.483005563982126e-6
0.003013006024186122	1.483005564004443e-6
0.003019951720402016	1.4830055640268631e-6
0.003026913428101305	1.4830055640493861e-6
0.0030338911841942717	1.4830055640720138e-6
0.00304088502567628	1.4830055640947456e-6
0.003047894989627983	1.4830055641175825e-6
0.0030549211132155124	1.4830055641405248e-6
0.0030619634336906754	1.4830055641635727e-6
0.0030690219883911583	1.483005564186727e-6
0.003076096814740708	1.4830055642099887e-6
0.0030831879502493534	1.4830055642333573e-6
0.003090295432513592	1.4830055642568338e-6
0.003097419299216581	1.4830055642804186e-6
0.0031045595881283557	1.4830055643041127e-6
0.0031117163371060168	1.4830055643279158e-6
0.0031188895840939352	1.4830055643518288e-6
0.0031260793671239557	1.4830055643758521e-6
0.003133285724315586	1.4830055643999866e-6
0.0031405086938762167	1.483005564424232e-6
0.0031477483141013176	1.4830055644485898e-6
0.0031550046233746274	1.4830055644730597e-6
0.0031622776601683794	1.4830055644976425e-6
0.00316956746304349	1.4830055645223393e-6
0.003176874070649769	1.4830055645471497e-6
0.0031841975217261256	1.4830055645720747e-6
0.0031915378551007614	1.483005564597115e-6
0.0031988951096913972	1.4830055646222705e-6
0.0032062693245054675	1.4830055646475418e-6
0.0032136605386403182	1.4830055646729303e-6
0.0032210687912834347	1.4830055646984357e-6
0.0032284941217126345	1.4830055647240591e-6
0.003235936569296281	1.4830055647498007e-6
0.0032433961734934934	1.4830055647756612e-6
0.0032508729738543437	1.4830055648016408e-6
0.003258367010020087	1.4830055648277404e-6
0.00326587832172336	1.4830055648539603e-6
0.003273406948788383	1.4830055648803017e-6
0.0032809529311311906	1.4830055649067645e-6
0.0032885163087598298	1.4830055649333493e-6
0.003296097121774576	1.4830055649600569e-6
0.003303695410368149	1.483005564986888e-6
0.003311311214825911	1.4830055650138424e-6
0.0033189445755261032	1.4830055650409219e-6
0.003326595532940047	1.4830055650681258e-6
0.0033342641276323504	1.4830055650954555e-6
0.0033419504002611426	1.4830055651229113e-6
0.003349654391578276	1.4830055651504938e-6
0.003357376142429545	1.4830055651782037e-6
0.0033651156937549082	1.4830055652060414e-6
0.003372873086588689	1.4830055652340077e-6
0.0033806483620598153	1.4830055652621031e-6
0.0033884415613920273	1.4830055652903284e-6
0.0033962527259040853	1.4830055653186836e-6
0.003404081897010009	1.4830055653471698e-6
0.003411929116219285	1.4830055653757874e-6
0.003419794425137087	1.4830055654045374e-6
0.003427677865464505	1.4830055654334198e-6
0.0034355794789987463	1.4830055654624353e-6
0.003443499307633384	1.4830055654915855e-6
0.0034514373933585644	1.4830055655208698e-6
0.0034593937782612205	1.4830055655502891e-6
0.0034673685045253167	1.4830055655798444e-6
0.0034753616144320575	1.4830055656095361e-6
0.0034833731503601164	1.4830055656393648e-6
0.0034914031547858626	1.4830055656693311e-6
0.003499451670283573	1.4830055656994358e-6
0.0035075187395256797	1.4830055657296797e-6
0.0035156044052829833	1.4830055657600628e-6
0.0035237087104248725	1.4830055657905865e-6
0.00353183169791957	1.4830055658212507e-6
0.0035399734108343462	1.483005565852057e-6
0.0035481338923357532	1.4830055658830052e-6
0.0035563131856898547	1.4830055659140957e-6
0.0035645113342624426	1.4830055659453303e-6
0.0035727283815192887	1.4830055659767092e-6
0.0035809643710263623	1.4830055660082326e-6
0.0035892193464500534	1.4830055660399017e-6
0.0035974933515574236	1.483005566071717e-6
0.0036057864302164234	1.4830055661036788e-6
0.0036140986263961316	1.4830055661357886e-6
0.0036224299841669874	1.4830055661680464e-6
0.003630780547701014	1.4830055662004532e-6
0.0036391503612720707	1.4830055662330093e-6
0.00364753946925608	1.4830055662657158e-6
0.0036559479161312504	1.4830055662985735e-6
0.0036643757464783332	1.4830055663315826e-6
0.003672823004980846	1.483005566364744e-6
0.003681289736425313	1.4830055663980586e-6
0.0036897759857015045	1.483005566431527e-6
0.003698281797802663	1.48300556646515e-6
0.0037068072178257595	1.483005566498928e-6
0.003715352290971728	1.483005566532862e-6
0.0037239170625456867	1.4830055665669525e-6
0.0037325015779572064	1.4830055666012004e-6
0.003741105882720533	1.4830055666356066e-6
0.0037497300224548337	1.4830055666701713e-6
0.003758374042884443	1.4830055667048958e-6
0.003767037989839089	1.4830055667397809e-6
0.00377572190925416	1.4830055667748265e-6
0.0037844258471709316	1.4830055668100338e-6
0.003793149849736817	1.4830055668454038e-6
0.0038018939632056127	1.4830055668809368e-6
0.00381065823393773	1.4830055669166342e-6
0.0038194427084004643	1.4830055669524963e-6
0.003828247433168228	1.483005566988524e-6
0.003837072454922788	1.4830055670247177e-6
0.0038459178204535353	1.4830055670610787e-6
0.003854783576657717	1.4830055670976072e-6
0.0038636697705406895	1.4830055671343047e-6
0.003872576449216173	1.4830055671711714e-6
0.0038815036599064824	1.4830055672082083e-6
0.003890451449942805	1.483005567245416e-6
0.003899419866765436	1.4830055672827955e-6
0.003908408957924021	1.4830055673203479e-6
0.003917418771077831	1.4830055673580734e-6
0.003926449353995997	1.4830055673959729e-6
0.003935500754557773	1.4830055674340474e-6
0.003944573020752785	1.483005567472298e-6
0.003953666200681279	1.4830055675107244e-6
0.003962780342554394	1.4830055675493288e-6
0.003971915494694405	1.4830055675881109e-6
0.003981071705534973	1.4830055676270725e-6
0.00399024902362142	1.4830055676662139e-6
0.003999447497610974	1.483005567705536e-6
0.004008667176273026	1.4830055677450392e-6
0.0040179081084894	1.483005567784725e-6
0.004027170343254591	1.483005567824594e-6
0.0040364539296760486	1.4830055678646468e-6
0.004045758916974429	1.4830055679048847e-6
0.004055085354483839	1.4830055679453083e-6
0.004064433291652128	1.4830055679859184e-6
0.004073802778041126	1.4830055680267162e-6
0.004083193863326919	1.483005568067702e-6
0.00409260659730011	1.483005568108877e-6
0.004102041029866068	1.4830055681502424e-6
0.004111497211045221	1.4830055681917982e-6
0.004120975190973304	1.4830055682335464e-6
0.004130475019901615	1.4830055682754868e-6
0.004139996748197304	1.4830055683176212e-6
0.004149540426343628	1.4830055683599497e-6
0.004159106104940219	1.4830055684024737e-6
0.004168693834703355	1.4830055684451943e-6
0.004178303666466218	1.4830055684881117e-6
0.004187935651179182	1.4830055685312274e-6
0.004197589839910077	1.483005568574542e-6
0.004207266283844442	1.4830055686180565e-6
0.004216965034285823	1.483005568661772e-6
0.004226686142656029	1.483005568705689e-6
0.004236429660495409	1.4830055687498091e-6
0.00424619563946313	1.4830055687941327e-6
0.0042559841313374305	1.4830055688386608e-6
0.004265795188015926	1.4830055688833945e-6
0.004275628861515864	1.4830055689283347e-6
0.004285485203974397	1.4830055689734826e-6
0.004295364267648873	1.4830055690188382e-6
0.004305266104917106	1.4830055690644035e-6
0.00431519076827765	1.4830055691101793e-6
0.004325138310350089	1.4830055691561662e-6
0.004335108783875289	1.4830055692023657e-6
0.004345102241715714	1.483005569248778e-6
0.004355118736855688	1.4830055692954047e-6
0.004365158322401661	1.4830055693422466e-6
0.004375221051582521	1.483005569389305e-6
0.004385306977749856	1.48300556943658e-6
0.004395416154378243	1.4830055694840734e-6
0.0044055486350655345	1.4830055695317864e-6
0.004415704473533125	1.4830055695797195e-6
0.004425883723626264	1.4830055696278736e-6
