2.33736141e-1  6.40164211e-1
2.40053963e-1  2.42161981e-1
2.46392181e-1  1.48343886e-1
2.49311647e-1  9.10371690e-2
2.64609240e-1  5.55336697e-2
3.01807293e-1  3.75915078e-2
3.43409557e-1  2.43921462e-2
3.63992870e-1  1.88734262e-2
3.92240898e-1  1.57042891e-2
4.50465698e-1  9.92993382e-3
5.10272687e-1  6.47469042e-3
5.70131013e-1  4.64437092e-3
6.77647989e-1  2.69464974e-3
7.62360917e-1  1.85089402e-3
8.57663826e-1  1.27741657e-3
1.01940458e+0  7.25514302e-4
1.14384253e+0  4.96269397e-4
1.29020738e+0  3.30314137e-4
1.53351847e+0  1.83438768e-4
1.72522395e+0  1.23844138e-4
1.94089459e+0  8.36103000e-5
2.32510125e+0  5.26172660e-5
2.55772736e+0  4.12572016e-5
2.94275975e+0  2.94380859e-5
3.26636583e+0  2.37271210e-5
3.72449801e+0  1.83726060e-5
4.09253990e+0  1.57450185e-5
4.71390348e+0  1.37686104e-5
5.13919895e+0  1.31936854e-5
6.06058418e+0  1.31936854e-5
6.63337345e+0  1.34743011e-5
7.85341814e+0  1.36455273e-5
8.59564916e+0  1.36742758e-5
1.01766058e+1  1.41128435e-5
1.10947545e+1  1.41128435e-5
1.31870359e+1  1.47112995e-5
1.63789371e+1  1.48091387e-5
1.84115570e+1  1.50371548e-5
2.19697554e+1  1.52151150e-5
2.40461295e+1  1.56130275e-5
2.84688192e+1  1.59854205e-5
3.11594236e+1  1.61477243e-5
3.68904275e+1  1.61477243e-5
4.03769628e+1  1.62499999e-5
4.78033047e+1  1.85383274e-5
5.36386180e+1  2.57765756e-5
5.95593566e+1  4.12662239e-5
6.46784385e+1  9.60019242e-5
6.75331330e+1  1.42498280e-4
7.01456348e+1  2.67925087e-4
7.09960406e+1  3.99085933e-4
7.27639046e+1  8.53747832e-4
7.35497279e+1  1.26457702e-3
7.50857842e+1  2.52906551e-3
7.58966829e+1  3.71466540e-3
7.75426233e+1  7.73975602e-3
7.86674409e+1  1.09117427e-2
8.01637420e+1  2.28889845e-2
8.15393508e+1  3.20529887e-2
8.27217488e+1  6.72358562e-2
8.41412529e+1  9.41549039e-2
8.48342898e+1  1.62279963e-1
8.68261812e+1  3.05977830e-1
8.82006047e+1  7.69826848e-1

