# MN(MeV) Ue4*Umu4
9.889173060528378 0.00010280021027521993
11.253196930946103 0.00007772392475143233
11.935208866154994 0.00005999443179861146
12.617220801363885 0.000046309188044083167
14.322250639386027 0.00003465214595111709
16.027280477408198 0.000027026145338824656
17.05029838022145 0.000021078421316406978
19.096334185848093 0.000016958416889738794
21.483375959079126 0.000013643711694021691
23.188405797101268 0.000010976901322800983
25.575447570332358 0.000008472976112271489
27.962489343563362 0.000006816841690931303
