# m4(GeV) Umu4^2
2.00668302e+0 7.12315010e-5
2.79472079e+0 8.88565148e-6
3.15478672e+0 4.13629942e-6
3.79902156e+0 1.15633844e-6
4.50148668e+0 3.37263143e-7
5.08144873e+0 1.38186089e-7
5.33384241e+0 7.62076024e-8
5.55372076e+0 4.57563485e-8
5.64418946e+0 2.41757484e-8

