# m4 (GeV) Ue4^2 
0.333865348	0.0000287992476
0.343715334	0.000021645533
0.381521863	0.0000104974043
0.428757756	5.64498444e-6
0.495125833	3.18550669e-6
0.553645762	1.86919748e-6
0.628348119	1.12803687e-6
0.661958335	9.36265614e-7
0.730222964	5.9494247e-7
0.787914807	4.60170292e-7
0.887916102	3.10662845e-7
0.984435259	2.2279314e-7
1.11534664	1.74855959e-7
1.20998964	1.41491458e-7
1.31271019	1.04597524e-7
1.43182925	8.72236532e-8
1.6308274	9.82707304e-8
1.81753967	1.23057555e-7
1.89782067	1.90402756e-7
1.96034715	2.65144558e-7
2.04694809	4.04114623e-7
2.13729888	6.74194209e-7
2.18392021	9.11075871e-7
2.21927668	1.56688384e-6
2.23097776	2.38902389e-6
#2.19462986	3.53517133e-6
#2.19418852	5.90032429e-6
#2.13510021	9.2743717e-6
#2.0551982	0.0000143613827
#1.9149385	0.0000222457337
