# m4 (MeV) Utau4^2
100 1.58ee-2
200 1.33ee-2
300 6.91ee-3
400 1.57ee-3
500 4.65ee-4
600 5.06ee-4
700 3.82ee-4
800 3.12ee-4
900 4.70ee-5
1000 8.34ee-5
1100 4.49ee-5
1200 4.70ee-6
1300 3.85ee-5
