# m4 [GeV]	90%CL?? C/Lambda^2 [GeV^-2] from SuperNova 1987A cooling (DeRocco:2019jti)
0.005113324769593452	1.0182338636002943e-7
0.005395549692046257	9.975742389514828e-8
0.005609854896682116	9.848462340718414e-8
0.005799472594257446	9.68945466542021e-8
0.006129851514596376	9.490610051114753e-8
0.006373322367095338	9.3271486552616e-8
0.006599816997131489	9.140582355452884e-8
0.006964087393429088	8.931858687917524e-8
0.007211576584601598	8.7135983853794e-8
0.0074980123481325055	8.568763600371768e-8
0.007938468765817804	8.325690896929309e-8
0.008253775874537761	8.185808016622417e-8
0.008532760270116032	8.010344378795125e-8
0.009018846561539019	7.751798684975402e-8
0.009377065069061842	7.587192265608688e-8
0.009710306471475012	7.386073116436345e-8
0.01028071988298633	7.14879752076998e-8
0.010689058588785872	6.955876459254278e-8
0.011050357537899892	6.829361376625222e-8
0.011679863951352999	6.578953557710404e-8
0.012143775096106894	6.420674408789318e-8
0.01257533962230054	6.226274432032042e-8
0.013314053935380337	6.003263212114658e-8
0.01384287328021199	5.862629875738018e-8
0.01431077375314103	5.775302933728207e-8
0.015126016502362588	5.704127492602349e-8
0.01572680497561911	5.629525332701592e-8
0.016258383885344004	5.5883672579021314e-8
0.017184576263563806	5.513049832602278e-8
0.017867128430245252	5.4662140712393416e-8
0.018471052028559636	5.497916316610784e-8
0.019457848416791844	5.631764401756477e-8
0.020230692413184106	5.6925943744548136e-8
0.020914506413081232	5.763649418525663e-8
0.02203184176345421	5.893342019619797e-8
0.022924876149687332	6.00372411466508e-8
0.02364146976076493	6.08115015552239e-8
0.024946337390057475	6.336909192471161e-8
0.025957507374804196	6.496254108179894e-8
0.026768896008829084	6.640911794792198e-8
0.02815169247942464	6.911017954775862e-8
0.02929278770354197	7.093438811187836e-8
0.030208431669596598	7.261546554303564e-8
0.03176890366968086	7.557805217656117e-8
0.03305661822820737	7.808267279608652e-8
0.03408991329473221	7.956740651827215e-8
0.03585089035450025	8.330520749398828e-8
0.0372748476586327	8.55816426361748e-8
0.03847012652470743	8.770421314775019e-8
0.040593447253276835	9.142802730525386e-8
0.04223885414400031	9.381000933590534e-8
0.04355917067793466	9.595079342960132e-8
0.04580929961323518	1.0036392559539783e-7
0.047666124848415196	1.0331197569930812e-7
0.04915608886428046	1.0584960767751697e-7
0.051695336884347805	1.1039010624528215e-7
0.05379074560874262	1.1381186312277595e-7
0.05547215511283937	1.1604793558925222e-7
0.05853388605707899	1.213104365868389e-7
0.0610771518919161	1.260851085594891e-7
0.0627049595033424	1.2828909775418982e-7
0.06605490554141714	1.3432347720308085e-7
0.06873236222711812	1.384689107580408e-7
0.07088082188834494	1.4230006730309028e-7
0.07454230087902831	1.4991011112639894e-7
0.07756378399553877	1.5525339673525382e-7
0.07998829925569928	1.5945791520196612e-7
0.08412024171097428	1.6929858098773968e-7
0.08752995521712116	1.775520952312775e-7
0.0902659964623147	1.851971107735286e-7
0.09461063557665092	1.9793541069004416e-7
0.09844556466612313	2.0970814633569249e-7
0.10152280976084235	2.1756755977845734e-7
0.106767156893273	2.3550411576499064e-7
0.11110371814981947	2.545475685388289e-7
0.11437529096823097	2.7076137470770633e-7
0.11967924924472875	3.0096025491783e-7
0.1248792481897205	3.306608908187559e-7
0.1279924213465154	3.4846232571843053e-7
0.13415289042584178	3.899004537329144e-7
0.13998176128761897	4.379585059857207e-7
0.1438935805525394	4.794598256482854e-7
0.14987284189881533	5.54403908036122e-7
0.15761479871120884	6.655841917496845e-7
0.16416422273635417	7.740739003951473e-7
0.16921115302675493	8.688094766992692e-7
0.17578862328442874	9.93379005352723e-7
0.1833239217183585	1.286188050115465e-6
0.18869192565985482	1.5830996248444667e-6
0.19344230494689368	1.8401750085547337e-6
