{\rtf1\ansi\ansicpg1252\cocoartf2513
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\partightenfactor0

\f0\fs24 \cf0 12.857142857142833 0.5860144289918058\
14.28571428571427 0.450085610943349\
15.918367346938759 0.3456861250443384\
17.75271045918366 0.2632528878561795\
20.046237244897945 0.19365253713524413\
22.606735402494323 0.14524156765129642\
24.873565051020407 0.11354637214772419\
27.509300595238088 0.08806485221617538\
30.05038265306122 0.07104571283166244\
32.46950733418367 0.0585267315094207\
34.5719068877551 0.04989944896329384\
37.26589073129251 0.041594940996460945\
39.498742205215414 0.036144756889932066\
42.02976949708455 0.030912749751306357\
46.91326530612245 0.02348920962912252\
51.02040816326531 0.019216204938273754\
54.83139349489796 0.015876813441503403\
57.38235696064141 0.014230756015068857\
59.87871264577259 0.012865200912435622\
62.9991572521866 0.011306754978876035\
65.73474702380952 0.01023553936875971\
67.99186862244898 0.009348748835187659\
70.80026876822157 0.008541660173296705\
74.07673560495627 0.0076754209866887095\
76.4014668367347 0.007081513776075346\
78.97583363702626 0.006505063036803794\
81.5033937682216 0.006049330346923995\
83.84372722303209 0.0056368869054960954\
86.24646956997086 0.0052951254485935\
88.63360969387756 0.004934103709398705\
91.28208705357144 0.004638459737265503\
94.05798256802723 0.004317972450066012\
96.38791454081633 0.004048908196104044\
98.89987244897961 0.0037906569394253265\
101.41183035714286 0.0036090502912638186\
104.57908163265307 0.0033608655008595927\
107.01822916666666 0.0031474255645954443\
109.88695790816325 0.0029759493630784947\
112.28970025510205 0.0028124910771957006\
114.95455994897961 0.0026844188917866277\
117.32089710884355 0.002564592253785018\
119.82245353498544 0.0024548976276531215\
122.45402848639458 0.0023231815727399155\
124.97508769132654 0.002229428246575768\
127.78738839285717 0.0021181622015889966\
129.84428146258506 0.0020458829844969763\
132.1669323979592 0.0019814265261949696\
134.2389076166181 0.0019153905588419956\
135.71428571428575 0.0018839598072570656\
137.2033299927114 0.0019426337893299658\
139.72464923469389 0.0021084620817082003\
141.8367346938776 0.0022963152955753014\
144.30624202806123 0.00253160452451983\
147.20045440051024 0.002775007984850027\
149.96594843294463 0.002991601415525424\
152.24387299562684 0.00312738065918845\
155.5281409438776 0.003310809456351266\
157.94908588435376 0.0034663177728932668\
159.95137117346943 0.003548877706399877\
162.75977131924202 0.0036456424612416973\
165.3497403425656 0.003788108466569472\
167.47164267492715 0.003830378224963461\
171.22241709183677 0.003947275663542888\
172.78419961734699 0.004006247102929182\
176.44292091836738 0.004172264390699887\
179.46455144557828 0.004334945519508187\
182.48618197278915 0.0045332189724183675\
185.32578656462587 0.004910929975864236\
187.87935040087467 0.005757576479287353\
189.54878826530617 0.0071611351124169515\
190.2040816326531 0.008368278073703888\
190.40816326530617 0.009934240517826515\
}
